"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","DUCKS","DUCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","8","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","ELK","ELK - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","ELK","ELK - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","1","31.2"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - INVENTORY","PRODUCERS","PRODUCERS: (GENDER = FEMALE)","448","27.0"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - INVENTORY","TOTAL","NOT SPECIFIED","634","19.5"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","146","26.9"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","EQUINE","EQUINE, MULES & BURROS & DONKEYS - INVENTORY","TOTAL","NOT SPECIFIED","139","99.1"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","EQUINE","EQUINE, MULES & BURROS & DONKEYS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","32","84.0"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","GEESE","GEESE - INVENTORY","TOTAL","NOT SPECIFIED","16","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","GEESE","GEESE - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","4","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","GOATS","GOATS - INVENTORY","PRODUCERS","PRODUCERS: (GENDER = FEMALE)","653","86.7"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","GOATS","GOATS - INVENTORY","TOTAL","NOT SPECIFIED","679","84.6"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","GOATS","GOATS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","55","89.3"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","GOATS","GOATS, ANGORA - INVENTORY","TOTAL","NOT SPECIFIED","52","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","GOATS","GOATS, ANGORA - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","8","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","GOATS","GOATS, MEAT & OTHER - INVENTORY","TOTAL","NOT SPECIFIED","441","99.1"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","GOATS","GOATS, MEAT & OTHER - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","40","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","GOATS","GOATS, MILK - INVENTORY","TOTAL","NOT SPECIFIED","186","75.2"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","GOATS","GOATS, MILK - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","10","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","GUINEAS","GUINEAS - INVENTORY","TOTAL","NOT SPECIFIED","230","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","20","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1 TO 24 HEAD)","67","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1,000 OR MORE HEAD)","34,031","47.7"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (200 TO 499 HEAD)"," (D)","(D)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (25 TO 49 HEAD)","243","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (50 TO 99 HEAD)"," (D)","(D)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (500 TO 999 HEAD)","3,950","57.0"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","HOGS","HOGS - INVENTORY","PRODUCERS","PRODUCERS: (GENDER = FEMALE)","12,719","83.6"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","38,856","46.9"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","HOGS","HOGS - OPERATIONS WITH INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1 TO 24 HEAD)","16","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","HOGS","HOGS - OPERATIONS WITH INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1,000 OR MORE HEAD)","17","54.2"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","HOGS","HOGS - OPERATIONS WITH INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (200 TO 499 HEAD)","2","76.6"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","HOGS","HOGS - OPERATIONS WITH INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (25 TO 49 HEAD)","8","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","HOGS","HOGS - OPERATIONS WITH INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (50 TO 99 HEAD)","1","93.1"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","HOGS","HOGS - OPERATIONS WITH INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (500 TO 999 HEAD)","6","57.6"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","HOGS","HOGS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","50","60.4"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","HONEY","HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","318","49.7"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","HONEY","HONEY, BEE COLONIES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","22","90.9"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","LLAMAS","LLAMAS - INVENTORY","TOTAL","NOT SPECIFIED","8","82.0"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","LLAMAS","LLAMAS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","4","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","MACHINERY TOTALS","MACHINERY TOTALS - ASSET VALUE, MEASURED IN $","TOTAL","NOT SPECIFIED","108,392,000","26.0"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","MACHINERY TOTALS","MACHINERY TOTALS - ASSET VALUE, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","123,313","25.4"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","MACHINERY TOTALS","MACHINERY TOTALS - OPERATIONS WITH ASSET VALUE","TOTAL","NOT SPECIFIED","879","19.3"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","MACHINERY TOTALS","MACHINERY TOTALS - OPERATIONS WITH ASSET VALUE","VALUE","VALUE: (10,000 TO 19,999 $)","110","48.5"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","MACHINERY TOTALS","MACHINERY TOTALS - OPERATIONS WITH ASSET VALUE","VALUE","VALUE: (100,000 TO 199,999 $)","105","43.0"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","MACHINERY TOTALS","MACHINERY TOTALS - OPERATIONS WITH ASSET VALUE","VALUE","VALUE: (20,000 TO 29,999 $)","128","47.0"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","MACHINERY TOTALS","MACHINERY TOTALS - OPERATIONS WITH ASSET VALUE","VALUE","VALUE: (200,000 TO 499,999 $)","75","39.8"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","MACHINERY TOTALS","MACHINERY TOTALS - OPERATIONS WITH ASSET VALUE","VALUE","VALUE: (30,000 TO 49,999 $)","139","37.9"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","MACHINERY TOTALS","MACHINERY TOTALS - OPERATIONS WITH ASSET VALUE","VALUE","VALUE: (50,000 TO 69,999 $)","77","54.0"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","MACHINERY TOTALS","MACHINERY TOTALS - OPERATIONS WITH ASSET VALUE","VALUE","VALUE: (500,000 OR MORE $)","59","36.2"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","MACHINERY TOTALS","MACHINERY TOTALS - OPERATIONS WITH ASSET VALUE","VALUE","VALUE: (70,000 TO 99,999 $)","58","51.1"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","MACHINERY TOTALS","MACHINERY TOTALS - OPERATIONS WITH ASSET VALUE","VALUE","VALUE: (LESS THAN 10,000 $)","128","47.3"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","MACHINERY, OTHER","MACHINERY, OTHER, BALER - INVENTORY","TOTAL","NOT SPECIFIED","366","26.1"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","MACHINERY, OTHER","MACHINERY, OTHER, BALER - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","295","26.3"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","MACHINERY, OTHER","MACHINERY, OTHER, BALER, GE 5 YEARS OLD - INVENTORY","TOTAL","NOT SPECIFIED","351","26.4"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","MACHINERY, OTHER","MACHINERY, OTHER, BALER, GE 5 YEARS OLD - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","288","25.8"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","MACHINERY, OTHER","MACHINERY, OTHER, BALER, LT 5 YEARS OLD - INVENTORY","TOTAL","NOT SPECIFIED","15","79.2"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","MACHINERY, OTHER","MACHINERY, OTHER, BALER, LT 5 YEARS OLD - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","13","82.2"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","24","47.8"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","6","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PHEASANTS","PHEASANTS - INVENTORY","TOTAL","NOT SPECIFIED","8,450","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PHEASANTS","PHEASANTS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","3","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PIGEONS & SQUAB","PIGEONS & SQUAB - INVENTORY","TOTAL","NOT SPECIFIED","350","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PIGEONS & SQUAB","PIGEONS & SQUAB - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","11","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","116","47.9"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","POULTRY, OTHER","POULTRY, OTHER, INCL DUCKS & GEESE - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","34","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS","PRODUCERS - AGE, AVG, MEASURED IN YEARS","TOTAL","NOT SPECIFIED","57.8","5.7"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS","PRODUCERS, FEMALE - AGE, AVG, MEASURED IN YEARS","TOTAL","NOT SPECIFIED","59.7","8.1"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL - AGE, AVG, MEASURED IN YEARS","TOTAL","NOT SPECIFIED","58.8","5.7"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","RABBITS","RABBITS, LIVE - INVENTORY","TOTAL","NOT SPECIFIED","12","80.3"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","RABBITS","RABBITS, LIVE - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","6","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","SELF PROPELLED","SELF PROPELLED, COMBINE - INVENTORY","TOTAL","NOT SPECIFIED","299","25.8"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","SELF PROPELLED","SELF PROPELLED, COMBINE - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","264","26.0"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","SELF PROPELLED","SELF PROPELLED, COMBINE, GE 5 YEARS OLD - INVENTORY","TOTAL","NOT SPECIFIED","282","27.0"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","SELF PROPELLED","SELF PROPELLED, COMBINE, GE 5 YEARS OLD - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","252","26.9"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","SELF PROPELLED","SELF PROPELLED, COMBINE, LT 5 YEARS OLD - INVENTORY","TOTAL","NOT SPECIFIED","17","48.6"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","SELF PROPELLED","SELF PROPELLED, COMBINE, LT 5 YEARS OLD - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","15","52.9"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","SELF PROPELLED","SELF PROPELLED, FORAGE HARVESTER - INVENTORY","TOTAL","NOT SPECIFIED","25","61.1"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","SELF PROPELLED","SELF PROPELLED, FORAGE HARVESTER - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","24","63.4"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","SELF PROPELLED","SELF PROPELLED, FORAGE HARVESTER, GE 5 YEARS OLD - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","SELF PROPELLED","SELF PROPELLED, FORAGE HARVESTER, GE 5 YEARS OLD - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","23","65.1"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","SELF PROPELLED","SELF PROPELLED, FORAGE HARVESTER, LT 5 YEARS OLD - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","SELF PROPELLED","SELF PROPELLED, FORAGE HARVESTER, LT 5 YEARS OLD - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","1","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","SHEEP","SHEEP, INCL LAMBS - INVENTORY","INVENTORY OF SHEEP, INCL LAMBS","INVENTORY OF SHEEP, INCL LAMBS: (1 TO 24 HEAD)","233","96.8"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","SHEEP","SHEEP, INCL LAMBS - INVENTORY","INVENTORY OF SHEEP, INCL LAMBS","INVENTORY OF SHEEP, INCL LAMBS: (25 TO 99 HEAD)","718","81.3"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","SHEEP","SHEEP, INCL LAMBS - INVENTORY","PRODUCERS","PRODUCERS: (GENDER = FEMALE)","542","80.3"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","SHEEP","SHEEP, INCL LAMBS - INVENTORY","TOTAL","NOT SPECIFIED","951","64.8"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","SHEEP","SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY","INVENTORY OF SHEEP, INCL LAMBS","INVENTORY OF SHEEP, INCL LAMBS: (1 TO 24 HEAD)","24","99.5"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","SHEEP","SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY","INVENTORY OF SHEEP, INCL LAMBS","INVENTORY OF SHEEP, INCL LAMBS: (25 TO 99 HEAD)","12","89.0"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","SHEEP","SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","36","75.2"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","TRACTORS","TRACTORS - INVENTORY","TOTAL","NOT SPECIFIED","2,103","19.5"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","TRACTORS","TRACTORS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","744","20.2"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","TRACTORS","TRACTORS, 40-99 PTO HP - INVENTORY","TOTAL","NOT SPECIFIED","911","22.5"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","TRACTORS","TRACTORS, 40-99 PTO HP - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","547","22.8"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","TRACTORS","TRACTORS, 40-99 PTO HP, GE 5 YEARS OLD - INVENTORY","TOTAL","NOT SPECIFIED","869","22.9"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","TRACTORS","TRACTORS, 40-99 PTO HP, GE 5 YEARS OLD - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","531","23.3"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","TRACTORS","TRACTORS, 40-99 PTO HP, LT 5 YEARS OLD - INVENTORY","TOTAL","NOT SPECIFIED","42","55.0"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","TRACTORS","TRACTORS, 40-99 PTO HP, LT 5 YEARS OLD - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","34","57.7"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","TRACTORS","TRACTORS, GE 100 PTO HP - INVENTORY","TOTAL","NOT SPECIFIED","697","23.5"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","TRACTORS","TRACTORS, GE 100 PTO HP - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","332","23.0"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","TRACTORS","TRACTORS, GE 100 PTO HP, GE 5 YEARS OLD - INVENTORY","TOTAL","NOT SPECIFIED","644","24.7"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","TRACTORS","TRACTORS, GE 100 PTO HP, GE 5 YEARS OLD - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","311","23.5"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","TRACTORS","TRACTORS, GE 100 PTO HP, LT 5 YEARS OLD - INVENTORY","TOTAL","NOT SPECIFIED","53","36.5"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","TRACTORS","TRACTORS, GE 100 PTO HP, LT 5 YEARS OLD - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","42","43.0"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","TRACTORS","TRACTORS, GE 5 YEARS OLD - INVENTORY","TOTAL","NOT SPECIFIED","1,984","20.2"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","TRACTORS","TRACTORS, GE 5 YEARS OLD - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","712","20.3"
